Season,Name,Team,Rebound,Assist,Point
2011-2012,Ante Tomic,RMB,56,10,101
2011-2012,Rudy Fernandez,RMB,25,18,92
2011-2012,Carlos Suarez,RMB,42,20,74
2011-2012,Mirza Begic,RMB,70,6,69
2011-2012,Kyle Singler,RMB,34,6,65
2011-2012,Serge Ibaka,RMB,28,0,33
2011-2012,Novica Velickovic,RMB,13,11,29
2011-2012,Jorge Sanz,RMB,0,0,11
2011-2012,Bo McCalebb,SANA,37,42,287
2011-2012,David Andersen,SANA,123,18,234
2011-2012,Igor Rakocevic,SANA,37,31,179
2011-2012,David Moss,SANA,51,21,163
2011-2012,Ksystof Lavrinovic,SANA,58,17,146
2011-2012,Tomas Ress,SANA,37,7,94
2011-2012,Nikos Zisis,SANA,34,53,89
2011-2012,Rimantas Kaukenas,SANA,13,15,87
2011-2012,Pietro Aradori,SANA,34,11,81
2011-2012,Shaun Stonerook,SANA,75,22,66
2011-2012,Bootsy Thornton,SANA,31,12,59
2011-2012,Marco Carraretto,SANA,12,2,42
2011-2012,Andrea Michelori,SANA,13,2,15
2011-2012,Luca Lechthaler,SANA,10,1,6
2011-2012,DaJuan Summers,SANA,1,0,4
2011-2012,Demond Mallet,SPI,19,22,170
2011-2012,Chris Hill,SPI,46,23,100
2011-2012,Caleb Green,SPI,47,9,93
2011-2012,Tornike Shengelia,SPI,39,9,75
2011-2012,Justin Hamilton,SPI,41,34,73
2011-2012,Jiri Welsch,SPI,29,15,68
2011-2012,Christophe Beghin,SPI,24,5,63
2011-2012,Andre Riddick,SPI,41,5,60
2011-2012,Amaury Jadin,SPI,1,2,17
2011-2012,Randy Oveneke,SPI,3,1,10
2011-2012,Boris Penninck,SPI,3,1,0
2011-2012,Dwayne Broyles,SPI,0,2,0
2011-2012,Yannick Moray,SPI,0,0,0
2011-2012,Henry Domercant,UNI,72,33,313
2011-2012,Terrell Lyday,UNI,34,42,215
2011-2012,Luka Zoric,UNI,99,12,187
2011-2012,Joel Freeland,UNI,94,8,179
2011-2012,Vladimir Veremeenko,UNI,105,14,151
2011-2012,Lynn Greer,UNI,40,45,150
2011-2012,Gerald Fitch,UNI,45,22,141
2011-2012,Hrvoje Peric,UNI,59,24,115
2011-2012,Nathan Jawai,UNI,69,4,115
2011-2012,Kelly McCarty,UNI,77,10,109
2011-2012,Kristaps Valters,UNI,23,39,107
2011-2012,Mike Wilkinson,UNI,78,9,105
2011-2012,E.J. Rowland,UNI,31,41,104
2011-2012,Jorge Garbajosa,UNI,43,11,87
2011-2012,Berni Rodriguez,UNI,26,30,81
2011-2012,Tremmell Darden,UNI,34,8,80
2011-2012,Petr Samoylenko,UNI,36,55,78
2011-2012,Alexei Savrasenko,UNI,61,12,77
2011-2012,Nedzad Sinanovic,UNI,30,2,44
2011-2012,Bostjan Nachbar,UNI,21,4,30
2011-2012,Augusto Lima,UNI,17,2,20
2011-2012,Saul Blanco,UNI,6,2,20
2011-2012,Mark Payne,UNI,10,3,18
2011-2012,Alex Abrines,UNI,7,3,15
2011-2012,Petr Gubanov,UNI,10,3,13
2011-2012,Zakhar Pashutin,UNI,9,3,12
2011-2012,Dmitry Golovin,UNI,0,0,7
2011-2012,Igor Zamanskiy,UNI,0,0,0
2011-2012,Krunoslav Simon,ZAG,46,25,134
2011-2012,Mario Kasun,ZAG,59,8,110
2011-2012,Sean May,ZAG,58,10,105
2011-2012,Damir Mulaomerovic,ZAG,11,26,94
2011-2012,Josh Heytvelt,ZAG,56,3,91
2011-2012,Damir Rancic,ZAG,13,16,55
2011-2012,Petar Babic,ZAG,4,9,30
2011-2012,Ante Masic,ZAG,18,4,30
2011-2012,Saso Ozbolt,ZAG,7,5,20
2011-2012,Papa Dia,ZAG,8,2,16
2011-2012,T.J. Ford,ZAG,5,13,12
2011-2012,Diante Garrett,ZAG,4,6,11
2011-2012,Dario Saric,ZAG,18,2,8
2011-2012,Miralem Halilovic,ZAG,1,0,2
2011-2012,Sonny Weems,ZAL,75,19,233
2011-2012,Marko Popovic,ZAL,29,29,175
2011-2012,Paulius Jankunas,ZAL,89,12,124
2011-2012,Mantas Kalnietis,ZAL,40,59,122
2011-2012,Milovan Rakovic,ZAL,42,7,113
2011-2012,Robertas Javtokas,ZAL,83,8,100
2011-2012,Tomas Delininkaitis,ZAL,12,15,83
2011-2012,DeJuan Collins,ZAL,16,18,76
2011-2012,Ty Lawson,ZAL,21,11,52
2011-2012,Dainius Salenga,ZAL,13,9,36
2011-2012,Tadas Klimavicius,ZAL,50,10,35
2011-2012,Mindaugas Kuzminskas,ZAL,16,2,33
2011-2012,Vytenis Lipkevicius,ZAL,16,6,10
2011-2012,Povilas Butkevicius,ZAL,1,0,0
2011-2012,Reeves Nelson,ZAL,2,0,0
2012-2013,Deon Thompson,BER,125,19,276
2012-2013,DaShaun Wood,BER,36,58,226
2012-2013,Nihad Djedovic,BER,75,57,198
2012-2013,Yassin Idbihi,BER,93,8,178
2012-2013,Zach Morley,BER,98,53,156
2012-2013,Heiko Schaffartzik,BER,19,54,130
2012-2013,Albert Miralles,BER,91,19,124
2012-2013,Derrick Byars,BER,53,12,120
2012-2013,Je'Kel Foster,BER,31,19,103
2012-2013,Vule Avdalovic,BER,23,27,67
2012-2013,Ali Traore,BER,23,3,56
2012-2013,Sven Schultze,BER,16,6,41
2012-2013,Brian Randle,BER,8,0,6
2012-2013,Joey Ney,BER,1,0,0
2012-2013,Sebastian Fulle,BER,0,0,0
2012-2013,Curtis Jerrells,BES,45,50,241
2012-2013,Damir Markota,BES,123,33,208
2012-2013,Patrick Christopher,BES,54,25,201
2012-2013,Gasper Vidmar,BES,113,17,201
2012-2013,Serhat Cetin,BES,34,35,131
2012-2013,Daniel Ewing,BES,31,17,108
2012-2013,Cevher Ozer,BES,54,10,100
2012-2013,Muratcan Guler,BES,52,31,75
2012-2013,Ricky Minard,BES,26,14,69
2012-2013,Randal Falker,BES,78,13,60
2012-2013,Tutku Acik,BES,9,28,57
2012-2013,Can Akin,BES,16,22,54
2012-2013,Vladimir Dasic,BES,14,8,37
2012-2013,Cemal Nalga,BES,29,3,29
2012-2013,Baris Hersek,BES,10,4,18
2012-2013,Serkan Ozver,BES,1,0,3
2012-2013,Kartal Ozmizrak,BES,2,0,0
2012-2013,Bostjan Nachbar,BRO,79,25,370
2012-2013,Anton Gavel,BRO,48,68,284
2012-2013,Casey Jacobsen,BRO,68,57,222
2012-2013,Maik Zirbes,BRO,115,14,188
2012-2013,Sharrod Ford,BRO,98,11,184
2012-2013,Teddy Gipson,BRO,22,33,122
2012-2013,John Goldsberry,BRO,36,46,79
2012-2013,Karsten Tadda,BRO,39,25,78
2012-2013,Philipp Neumann,BRO,35,10,63
2012-2013,A.J. Ogilvy,BRO,26,3,58
2012-2013,Matt Walsh,BRO,33,20,45
2012-2013,Jeremiah Massey,BRO,14,3,31
2012-2013,Latavious Williams,BRO,24,2,30
2012-2013,Daniel Schmidt,BRO,6,14,12
2012-2013,Maciej Lampe,CAJ,172,23,389
2012-2013,Andres Nocioni,CAJ,113,21,305
2012-2013,Nemanja Bjelica,CAJ,121,33,260
2012-2013,Fernando San Emeterio,CAJ,93,58,253
2012-2013,Fabien Causeur,CAJ,48,42,215
2012-2013,Thomas Heurtel,CAJ,58,126,201
2012-2013,Milko Bjelica,CAJ,76,33,143
2012-2013,Brad Oleson,CAJ,20,22,129
2012-2013,Tibor Pleiss,CAJ,97,6,125
2012-2013,Carlos Cabezas,CAJ,21,10,69
2012-2013,Omar Cook,CAJ,19,63,55
2012-2013,David Jelinek,CAJ,2,5,14
2012-2013,Taylor Rochestie,CAJ,1,1,6
2012-2013,Eduardo Hernandez-Sonseca,CAJ,0,0,2
2012-2013,Unai Calbarro,CAJ,0,0,0
2012-2013,Manuchar Markoishvili,CAN,25,17,126
2012-2013,Pietro Aradori,CAN,32,12,120
2012-2013,Maarty Leunen,CAN,38,18,86
2012-2013,Jeff Brooks,CAN,49,13,83
2012-2013,Alex Tyus,CAN,37,4,81
2012-2013,Jonathan Tabu,CAN,22,42,75
2012-2013,Marco Cusin,CAN,27,6,61
2012-2013,Nicolas Mazzarino,CAN,8,8,27
2012-2013,Jerry Smith,CAN,10,7,25
2012-2013,Marko Scekic,CAN,6,1,14
2012-2013,Awudu Abass,CAN,12,0,7
2012-2013,Jakub Kudlacek,CAN,0,1,3
2012-2013,Andrea Casella,CAN,0,0,0
2012-2013,Bracey Wright,CED,25,24,139
2012-2013,Mickael Gelabale,CED,49,13,128
2012-2013,Miro Bilan,CED,54,3,79
2012-2013,Predrag Suput,CED,26,17,76
2012-2013,Luksa Andric,CED,41,4,75
2012-2013,Vlado Ilijevski,CED,12,12,67
2012-2013,Marques Green,CED,17,34,57
2012-2013,Goran Suton,CED,33,3,41
2012-2013,Marko Tomas,CED,8,1,17
2012-2013,Luka Babic,CED,10,6,12
2012-2013,Jusuf Nurkic,CED,4,0,11
2012-2013,Marino Bazdaric,CED,13,6,10
2012-2013,Marko Car,CED,4,5,8
2012-2013,Ivan Buva,CED,0,0,5
2012-2013,Blake Schilb,CHA,46,40,155
2012-2013,Shelden Williams,CHA,76,11,113
2012-2013,Brion Rush,CHA,25,9,111
2012-2013,Steed Tchicamboud,CHA,30,37,99
2012-2013,Ilian Evtimov,CHA,19,12,79
2012-2013,Michel Adolphe,CHA,39,3,57
2012-2013,Joffrey Lauvergne,CHA,25,6,46
2012-2013,Nicolas Lang,CHA,12,3,37
2012-2013,Jordan Aboudou,CHA,20,2,37
2012-2013,Cedrick Banks,CHA,6,4,20
2012-2013,Clint Capela,CHA,21,2,16
2012-2013,Kevin Houston,CHA,7,19,10
2012-2013,Ulysse Adjagba,CHA,0,0,2
2012-2013,Sonny Weems,CSKA,81,60,384
2012-2013,Milos Teodosic,CSKA,83,146,380
2012-2013,Nenad Krstic,CSKA,129,28,377
2012-2013,Viktor Khryapa,CSKA,190,95,268
2012-2013,Sasha Kaun,CSKA,121,14,243
2012-2013,Vladimir Micov,CSKA,80,51,228
2012-2013,Aaron Jackson,CSKA,56,38,149
2012-2013,Zoran Erceg,CSKA,38,7,93
2012-2013,Dionte Christmas,CSKA,14,9,84
2012-2013,Andrey Vorontsevich,CSKA,51,5,54
2012-2013,Theo Papaloukas,CSKA,26,39,37
2012-2013,Anton Ponkrashov,CSKA,26,27,33
2012-2013,Evgeny Voronov,CSKA,7,2,10
2012-2013,Dmitry Sokolov,CSKA,6,0,7
2012-2013,Drew Nicholas,CSKA,2,3,2
2012-2013,Aleksey Zozulin,CSKA,2,1,0
2012-2013,Alexander Gudumak,CSKA,0,0,0
2012-2013,Jordan Farmar,EFE,105,113,399
2012-2013,Dusko Savanovic,EFE,108,29,273
2012-2013,Semih Erden,EFE,162,13,267
2012-2013,Jamon Lucas,EFE,113,116,262
2012-2013,Sasha Vujacic,EFE,72,23,219
2012-2013,Kerem Gonlum,EFE,141,17,185
2012-2013,Josh Shipp,EFE,62,25,149
2012-2013,Stanko Barac,EFE,95,9,125
2012-2013,Kerem Tunceri,EFE,26,52,97
2012-2013,Sinan Guler,EFE,20,16,66
2012-2013,Ermal Kuqo,EFE,8,3,28
2012-2013,Dogus Balbay,EFE,6,6,18
2012-2013,Esteban Batista,EFE,7,0,17
2012-2013,Birkan Batuk,EFE,4,0,5
2012-2013,Ante Tomic,FCB,195,52,351
2012-2013,Juan Carlos Navarro,FCB,44,57,343
2012-2013,Erazem Lorbek,FCB,102,29,268
2012-2013,Marcelinho Huertas,FCB,68,104,248
2012-2013,Pete Mickeal,FCB,78,17,227
2012-2013,Nathan Jawai,FCB,140,12,214
2012-2013,Joe Ingles,FCB,62,32,175
2012-2013,Sarunas Jasikevicius,FCB,24,61,153
2012-2013,C.J. Wallace,FCB,122,41,128
2012-2013,Victor Sada,FCB,69,69,107
2012-2013,Alex Abrines,FCB,16,5,77
2012-2013,Xavi Rabaseda,FCB,25,4,59
2012-2013,Marko Todorovic,FCB,39,7,44
2012-2013,Mario Hezonja,FCB,4,0,5
2012-2013,Papa Mbaye,FCB,0,0,0
2012-2013,Bojan Bogdanovic,FEN,45,25,334
2012-2013,Bo McCalebb,FEN,63,55,300
2012-2013,Emir Preldzic,FEN,46,76,178
2012-2013,David Andersen,FEN,93,10,169
2012-2013,Romain Sato,FEN,96,31,169
2012-2013,Omer Onan,FEN,24,18,126
2012-2013,Mike Batiste,FEN,63,7,125
2012-2013,Oguz Savas,FEN,53,9,122
2012-2013,Ilkan Karaman,FEN,54,8,97
2012-2013,Kaya Peker,FEN,37,2,61
2012-2013,Baris Ermis,FEN,21,30,58
2012-2013,Uros Tripkovic,FEN,5,5,30
2012-2013,J.R. Bremer,FEN,8,13,13
2012-2013,Paul Davis,KHI,127,30,308
2012-2013,Zoran Planinic,KHI,86,139,273
2012-2013,Vitaliy Fridzon,KHI,59,52,273
2012-2013,K.C. Rivers,KHI,64,37,230
2012-2013,Kresimir Loncar,KHI,86,23,191
2012-2013,Sergei Monia,KHI,92,43,180
2012-2013,Petteri Koponen,KHI,21,44,137
2012-2013,James Augustine,KHI,104,37,125
2012-2013,Egor Vyaltsev,KHI,17,19,86
2012-2013,Alexey Zhukanenko,KHI,19,3,48
2012-2013,Matt Nielsen,KHI,26,24,26
2012-2013,Dmitriy Khvostov,KHI,5,8,8
2012-2013,Benjamin-Pavel Dudu,KHI,0,0,1
2012-2013,Renaldas Seibutis,LIE,36,23,129
2012-2013,Leon Radosevic,LIE,38,11,98
2012-2013,Nemanja Nedovic,LIE,25,21,98
2012-2013,Mindaugas Katelynas,LIE,44,6,70
2012-2013,Dejan Ivanov,LIE,46,7,68
2012-2013,Steponas Babrauskas,LIE,32,5,57
2012-2013,Janis Blums,LIE,17,16,53
2012-2013,Predrag Samardziski,LIE,33,5,51
2012-2013,Deividas Dulkys,LIE,7,6,21
2012-2013,Simas Buterlevicius,LIE,8,1,10
2012-2013,Arturas Jomantas,LIE,11,4,8
2012-2013,Vilmantas Dilys,LIE,1,1,4
2012-2013,Dovydas Redikas,LIE,2,1,3
2012-2013,Ricky Hickman,MAC,72,85,365
2012-2013,Shawn James,MAC,175,27,310
2012-2013,Devin Smith,MAC,100,40,288
2012-2013,David Logan,MAC,62,32,286
2012-2013,Yogev Ohayon,MAC,73,103,195
2012-2013,Lior Eliyahu,MAC,71,48,168
2012-2013,Nik Caner-Medley,MAC,69,13,97
2012-2013,Guy Pnini,MAC,27,23,92
2012-2013,Sylven Landesberg,MAC,31,11,85
2012-2013,Darko Planinic,MAC,30,1,71
2012-2013,Malcolm Thomas,MAC,42,7,66
2012-2013,Giorgi Shermadini,MAC,21,1,43
2012-2013,Moran Roth,MAC,11,21,22
2012-2013,Itay Segev,MAC,1,0,0
2012-2013,Keith Langford,MIL,29,29,170
2012-2013,Yannis Bourousis,MIL,75,10,126
2012-2013,Malik Hairston,MIL,22,18,114
2012-2013,Antonis Fotsis,MIL,42,10,75
2012-2013,Omar Cook,MIL,17,50,73
2012-2013,Alessandro Gentile,MIL,11,7,50
2012-2013,Nicolo Melli,MIL,30,10,46
2012-2013,Richard Hendrix,MIL,30,1,37
2012-2013,Gianluca Basile,MIL,5,6,30
2012-2013,Rok Stipcevic,MIL,11,7,28
2012-2013,David Chiotti,MIL,12,1,11
2012-2013,Jacopo Giachetti,MIL,0,0,0
2012-2013,Aron Baynes,OLI,98,5,138
2012-2013,Jaka Blazic,OLI,40,19,124
2012-2013,Dylan Page,OLI,28,12,105
2012-2013,Klemen Prepelic,OLI,16,20,88
2012-2013,Sasu Salin,OLI,24,11,57
2012-2013,Dino Muric,OLI,27,1,50
2012-2013,Alen Omic,OLI,38,1,50
2012-2013,Drazen Bubnic,OLI,20,5,40
2012-2013,Teemu Rannikko,OLI,6,20,25
2012-2013,Dominic Waters,OLI,9,32,22
2012-2013,Luka Rupnik,OLI,0,6,13
2012-2013,Jan Mocnik,OLI,1,3,8
2012-2013,Emir Sulejmanovic,OLI,2,0,2
2012-2013,Vassilis Spanoulis,OLY,69,170,457
2012-2013,Georgios Printezis,OLY,115,30,305
2012-2013,Kyle Hines,OLY,187,36,290
2012-2013,Kostas Papanikolaou,OLY,136,43,270
2012-2013,Acie Law,OLY,63,57,243
2012-2013,Pero Antic,OLY,110,23,187
2012-2013,Stratos Perperoglou,OLY,75,31,179
2012-2013,Kostas Sloukas,OLY,47,35,155
2012-2013,Josh Powell,OLY,68,6,127
2012-2013,Giorgi Shermadini,OLY,49,6,74
2012-2013,Evangelos Mantzaris,OLY,37,34,53
2012-2013,Dimitris Mavroeidis,OLY,18,0,16
2012-2013,Martynas Gecevicius,OLY,12,4,15
2012-2013,Joey Dorsey,OLY,13,1,10
2012-2013,Dimitrios Katsivelis,OLY,7,4,7
2012-2013,Doron Perkins,OLY,2,2,2
2012-2013,Jonas Maciulis,PAN,118,31,293
2012-2013,Stephane Lasme,PAN,172,15,279
2012-2013,Roko Ukic,PAN,75,79,249
2012-2013,Michael Bramos,PAN,99,37,236
2012-2013,Dimitris Diamantidis,PAN,91,156,219
2012-2013,Sofoklis Schortsanitis,PAN,59,24,202
2012-2013,James Gist,PAN,83,14,149
2012-2013,Marcus Banks,PAN,28,30,120
2012-2013,Kostas Tsartsaris,PAN,88,25,106
2012-2013,Andy Panko,PAN,43,15,83
2012-2013,Jason Kapono,PAN,8,8,59
2012-2013,Derwin Kitchen,PAN,25,5,33
2012-2013,Charis Giannopoulos,PAN,5,0,14
2012-2013,Gaios Skordilis,PAN,4,0,8
2012-2013,Hilton Armstrong,PAN,4,0,7
2012-2013,Vassilis Xanthopoulos,PAN,5,7,6
2012-2013,Vladimir Lucic,PAR,48,8,137
2012-2013,Dragan Milosavljevic,PAR,28,12,99
2012-2013,Dejan Musli,PAR,49,10,95
2012-2013,Drew Gordon,PAR,75,15,91
2012-2013,Leo Westermann,PAR,23,37,86
2012-2013,Davis Bertans,PAR,23,7,66
2012-2013,Dorde Gagic,PAR,33,3,57
2012-2013,Bogdan Bogdanovic,PAR,11,6,30
2012-2013,Nikola Milutinov,PAR,11,1,26
2012-2013,Danilo Andjusic,PAR,4,5,16
2012-2013,Nemanja Gordic,PAR,10,3,15
2012-2013,Torey Thomas,PAR,1,9,8
2012-2013,Marko Cakarevic,PAR,4,1,5
2012-2013,Branislav Djekic,PAR,1,0,0
2012-2013,Jerel Blassingame,PRO,21,51,112
2012-2013,Lukasz Koszarek,PRO,29,40,111
2012-2013,Rasid Mahalbasic,PRO,68,13,91
2012-2013,Adam Hrycaniuk,PRO,53,8,90
2012-2013,Mateusz Ponitka,PRO,35,8,88
2012-2013,Alex Acker,PRO,24,6,57
2012-2013,Frank Robinson,PRO,26,4,52
2012-2013,Piotr Szczotka,PRO,20,5,31
2012-2013,Ryan Richards,PRO,13,1,22
2012-2013,Piotr Pamula,PRO,3,2,17
2012-2013,Robert Witka,PRO,11,2,16
2012-2013,Julian Khazzouh,PRO,5,0,11
2012-2013,Krzysztof Roszyk,PRO,2,0,6
2012-2013,Tomasz Snieg,PRO,0,0,0
2012-2013,Rudy Fernandez,RMB,104,84,369
2012-2013,Jaycee Carroll,RMB,85,17,344
2012-2013,Nikola Mirotic,RMB,154,27,330
2012-2013,Sergio Llull,RMB,62,86,280
2012-2013,Felipe Reyes,RMB,147,14,219
2012-2013,Sergio Rodriguez,RMB,51,114,217
2012-2013,Marcus Slaughter,RMB,104,12,145
2012-2013,Mirza Begic,RMB,98,9,145
2012-2013,Carlos Suarez,RMB,88,37,104
2012-2013,Rafael Hettsheimer,RMB,36,6,57
2012-2013,Dontaye Draper,RMB,29,25,50
2012-2013,Martynas Pocius,RMB,10,4,38
2012-2013,Willy Hernangomez,RMB,3,0,4
2012-2013,Bobby Brown,SANA,41,128,452
2012-2013,David Moss,SANA,96,36,235
2012-2013,Kristjan Kangur,SANA,84,30,207
2012-2013,Matt Janning,SANA,35,33,177
2012-2013,Daniel Hackett,SANA,50,67,159
2012-2013,Tomas Ress,SANA,61,14,154
2012-2013,Viktor Sanikidze,SANA,123,18,137
2012-2013,Benjamin Eze,SANA,74,9,96
2012-2013,Benjamin Ortner,SANA,32,13,76
2012-2013,Aleksandar Rasic,SANA,11,13,70
2012-2013,Marco Carraretto,SANA,22,11,65
2012-2013,Mario Kasun,SANA,32,2,40
2012-2013,Marcelus Kemp,SANA,8,4,39
2012-2013,Luca Lechthaler,SANA,6,1,8
2012-2013,Luka Zoric,UNI,126,20,297
2012-2013,Marcus D. Williams,UNI,64,80,253
2012-2013,Krunoslav Simon,UNI,73,56,220
2012-2013,Earl Calloway,UNI,72,53,215
2012-2013,Txemi Urtasun,UNI,32,31,164
2012-2013,Fran Vazquez,UNI,74,9,130
2012-2013,Zoran Dragic,UNI,68,11,98
2012-2013,James Gist,UNI,48,2,86
2012-2013,Sergi Vidal,UNI,47,30,81
2012-2013,Kosta Perovic,UNI,46,5,69
2012-2013,Augusto Lima,UNI,56,2,68
2012-2013,Andy Panko,UNI,41,10,61
2012-2013,Carlos Jimenez,UNI,10,2,8
2012-2013,Luis Conde,UNI,0,0,0
2012-2013,Alberto Diaz,UNI,2,0,0
2012-2013,Marko Popovic,ZAL,29,47,282
2012-2013,Ksystof Lavrinovic,ZAL,97,25,205
2012-2013,Tremmell Darden,ZAL,78,16,198
2012-2013,Rimantas Kaukenas,ZAL,51,46,188
2012-2013,Darius Lavrinovic,ZAL,79,22,187
2012-2013,Oliver Lafayette,ZAL,48,65,181
2012-2013,Mindaugas Kuzminskas,ZAL,71,6,163
2012-2013,Paulius Jankunas,ZAL,82,21,139
2012-2013,Ibrahim Jaaber,ZAL,31,31,83
2012-2013,Mario Delas,ZAL,44,12,69
2012-2013,Jeff Foote,ZAL,45,6,62
2012-2013,Robertas Javtokas,ZAL,23,5,32
2012-2013,Adas Juskevicius,ZAL,17,13,30
2012-2013,Donnie McGrath,ZAL,7,9,27
2012-2013,Vytenis Lipkevicius,ZAL,15,2,23
2013-2014,Malcolm Delaney,BAY,81,107,334
2013-2014,Nihad Djedovic,BAY,65,41,211
2013-2014,John Bryant,BAY,156,28,188
2013-2014,Bryce Taylor,BAY,76,27,188
2013-2014,Deon Thompson,BAY,98,11,154
2013-2014,Robin Benzing,BAY,42,14,153
2013-2014,Chevon Troutman,BAY,77,13,136
2013-2014,Heiko Schaffartzik,BAY,39,61,130
2013-2014,Lucca Staiger,BAY,37,14,122
2013-2014,Yassin Idbihi,BAY,80,9,118
2013-2014,Boris Savovic,BAY,68,14,99
2013-2014,Paul Zipser,BAY,5,3,21
2013-2014,Steffen Hamann,BAY,6,16,4
2013-2014,Jamar Smith,BRO,15,18,125
2013-2014,Anton Gavel,BRO,25,34,116
2013-2014,Maik Zirbes,BRO,48,7,81
2013-2014,Rakim Sanders,BRO,32,4,79
2013-2014,Casey Jacobsen,BRO,21,13,69
2013-2014,Zack Wright,BRO,32,34,66
2013-2014,Sharrod Ford,BRO,53,3,61
2013-2014,D'or Fischer,BRO,11,1,36
2013-2014,Novica Velickovic,BRO,14,6,36
2013-2014,John Goldsberry,BRO,16,32,31
2013-2014,Damir Markota,BRO,16,6,25
2013-2014,Philipp Neumann,BRO,6,1,22
2013-2014,Karsten Tadda,BRO,6,4,7
2013-2014,Daniel Schmidt,BRO,1,4,2
2013-2014,Darius Lavrinovic,BUD,54,18,151
2013-2014,DaJuan Summers,BUD,46,10,123
2013-2014,Blake Ahearn,BUD,15,14,86
2013-2014,Ricky Minard,BUD,33,29,83
2013-2014,Janis Strelnieks,BUD,14,26,81
2013-2014,Dainius Salenga,BUD,17,17,56
2013-2014,Micah Downs,BUD,18,11,52
2013-2014,Daequan Cook,BUD,7,4,36
2013-2014,Michailis Anisimovas,BUD,24,6,27
2013-2014,Artur Drozdov,BUD,16,6,17
2013-2014,Oleksandr Tischenko,BUD,13,3,9
2013-2014,Sergiy Gorbenko,BUD,7,2,7
2013-2014,Andriy Lebedintsev,BUD,1,1,5
2013-2014,Olexandr Nerush,BUD,1,1,2
2013-2014,Konstantin Anikenko,BUD,0,0,2
2013-2014,Tibor Pleiss,CAJ,130,12,287
2013-2014,Andres Nocioni,CAJ,138,35,285
2013-2014,Fernando San Emeterio,CAJ,59,45,195
2013-2014,Thomas Heurtel,CAJ,45,112,168
2013-2014,David Jelinek,CAJ,31,29,157
2013-2014,Lamont Hamilton,CAJ,44,16,123
2013-2014,Walter Hodge,CAJ,19,46,117
2013-2014,Milko Bjelica,CAJ,34,10,102
2013-2014,Fabien Causeur,CAJ,39,26,101
2013-2014,Adam Hanga,CAJ,31,17,84
2013-2014,Leonardo Mainoldi,CAJ,42,12,74
2013-2014,Giuseppe Poeta,CAJ,16,11,39
2013-2014,Ilimane Diop,CAJ,33,2,36
2013-2014,Thomas Kelati,CAJ,20,8,30
2013-2014,Rimantas Kaukenas,CAJ,7,4,18
2013-2014,Devon Van Oostrum,CAJ,11,6,12
2013-2014,Lamar Odom,CAJ,2,0,0
2013-2014,Carlos Martinez,CAJ,0,0,0
2013-2014,Sonny Weems,CSKA,101,106,353
2013-2014,Nenad Krstic,CSKA,92,23,278
2013-2014,Sasha Kaun,CSKA,105,14,251
2013-2014,Milos Teodosic,CSKA,58,91,246
2013-2014,Vladimir Micov,CSKA,89,39,240
2013-2014,Vitaliy Fridzon,CSKA,48,33,232
2013-2014,Kyle Hines,CSKA,131,33,221
2013-2014,Viktor Khryapa,CSKA,150,119,183
2013-2014,Aaron Jackson,CSKA,47,60,145
2013-2014,Jeremy Pargo,CSKA,28,38,136
2013-2014,Andrey Vorontsevich,CSKA,78,24,114
2013-2014,Aleksey Zozulin,CSKA,0,0,3
2013-2014,Grigori Shukhovtsov,CSKA,1,0,1
2013-2014,Evgeny Voronov,CSKA,0,0,0
2013-2014,Dusko Savanovic,EFE,85,50,241
2013-2014,Kostas Vasiliadis,EFE,55,27,218
2013-2014,Zoran Planinic,EFE,56,85,193
2013-2014,Scotty Hopson,EFE,46,12,170
2013-2014,Jamont Gordon,EFE,49,81,145
2013-2014,Milko Bjelica,EFE,35,17,131
2013-2014,Semih Erden,EFE,80,14,113
2013-2014,Kerem Gonlum,EFE,81,6,106
2013-2014,Birkan Batuk,EFE,39,8,87
2013-2014,Tadija Dragicevic,EFE,19,6,62
2013-2014,Jamon Lucas,EFE,19,29,62
2013-2014,Dogus Balbay,EFE,32,14,52
2013-2014,Cedi Osman,EFE,22,12,49
2013-2014,Alexandros Vasileiadis,EFE,7,5,31
2013-2014,Stanko Barac,EFE,14,3,24
2013-2014,Deniz Kilicli,EFE,15,0,17
2013-2014,Emircan Kosut,EFE,2,1,7
2013-2014,Ante Tomic,FCB,186,60,340
2013-2014,Juan Carlos Navarro,FCB,43,81,295
2013-2014,Marcelinho Huertas,FCB,59,109,239
2013-2014,Bostjan Nachbar,FCB,85,28,220
2013-2014,Kostas Papanikolaou,FCB,96,61,194
2013-2014,Alex Abrines,FCB,37,19,187
2013-2014,Brad Oleson,FCB,34,30,178
2013-2014,Joey Dorsey,FCB,171,20,155
2013-2014,Erazem Lorbek,FCB,51,12,152
2013-2014,Maciej Lampe,FCB,63,13,133
2013-2014,Victor Sada,FCB,68,69,88
2013-2014,Jacob Pullen,FCB,7,27,78
2013-2014,Mario Hezonja,FCB,7,3,23
2013-2014,Marko Todorovic,FCB,19,1,18
2013-2014,Bojan Bogdanovic,FEN,57,45,355
2013-2014,Bo McCalebb,FEN,77,61,286
2013-2014,Nemanja Bjelica,FEN,147,53,250
2013-2014,Linas Kleiza,FEN,85,20,243
2013-2014,Emir Preldzic,FEN,108,107,235
2013-2014,Luka Zoric,FEN,86,4,198
2013-2014,Melih Mahmutoglu,FEN,27,14,120
2013-2014,Gasper Vidmar,FEN,65,9,78
2013-2014,Omer Onan,FEN,7,6,45
2013-2014,Kenan Sipahi,FEN,15,16,41
